trialNo,target,condition1,condition2,mRating_likely,mRating_moral,mRating_rational,poss_resp_sp,poss_RT_sp,poss_resp_rf,poss_RT_rf,could_resp_sp,could_RT_sp,could_resp_rf,could_RT_rf,may_resp_sp,may_RT_sp,may_resp_rf,may_RT_rf,might_resp_sp,might_RT_sp,might_resp_rf,might_RT_rf,ought_resp_sp,ought_RT_sp,ought_resp_rf,ought_RT_rf,should_resp_sp,should_RT_sp,should_resp_rf,should_RT_rf
25,reschedule for a later flight,possible,2,2.5652173913043477,1.394736842105263,,0.9112149532710281,1030.4766355140187,0.8969072164948454,2268.0515463917527,0.9147286821705426,1041.0,0.9411764705882353,2272.7450980392155,0.9080459770114943,1019.0689655172414,0.9615384615384616,2351.5,0.9529411764705882,1000.035294117647,0.9210526315789473,2747.5526315789475,0.8467153284671532,1051.029197080292,0.8518518518518519,2317.9074074074074,0.8217054263565892,1025.84496124031,0.8571428571428571,2297.0535714285716
26,ask the gas station clerk for help,possible,2,2.8260869565217392,1.3333333333333333,2.25,0.8697916666666666,1154.9166666666667,0.8851351351351351,2407.391891891892,0.8211382113821138,1146.9430894308944,0.9263157894736842,3325.136842105263,0.7564102564102564,1158.0897435897436,0.7959183673469388,2355.2244897959185,0.7848101265822784,1148.7088607594937,0.7540983606557377,2618.590163934426,0.6793893129770993,1153.1374045801526,0.7564102564102564,2476.2820512820513,0.7317073170731707,1140.6422764227643,0.686046511627907,2420.2906976744184
27,take the public bus there,possible,2,2.130434782608696,1.1111111111111112,1.25,0.9406392694063926,990.082191780822,0.8953488372093024,2426.906976744186,0.9111111111111111,998.7111111111111,0.8793103448275862,2558.5,0.9529411764705882,977.1647058823529,0.8888888888888888,2477.4814814814813,0.9397590361445783,948.1325301204819,0.8064516129032258,2507.9032258064517,0.9485294117647058,991.0220588235294,0.9148936170212766,2300.127659574468,0.9407407407407408,983.2074074074075,0.8571428571428571,2462.6190476190477
28,request aiport shuttle pickup,possible,2,2.4347826086956523,1.5555555555555556,2.25,0.9004739336492891,1080.0379146919431,0.8839285714285714,2580.6071428571427,0.9069767441860465,1080.5271317829458,0.8311688311688312,2593.5454545454545,0.8902439024390244,1077.219512195122,0.8461538461538461,2522.6923076923076,0.8795180722891566,1050.132530120482,0.8444444444444444,2949.9777777777776,0.8161764705882353,1103.6470588235295,0.7627118644067796,2474.0677966101694,0.8503937007874016,1052.0551181102362,0.8529411764705882,2421.073529411765
29,ask a relative to pick him up,possible,2,1.6521739130434783,1.2222222222222223,1.35,0.9636363636363636,976.7227272727273,0.84,2318.06,0.948905109489051,975.3430656934306,0.8529411764705882,2456.176470588235,0.8837209302325582,971.7325581395348,0.9166666666666666,2350.375,0.9294117647058824,963.5058823529412,0.92,2389.2,0.9361702127659575,993.5744680851063,0.85,2946.6,0.9615384615384616,968.3538461538461,0.8888888888888888,2157.1111111111113
30,hail a taxi at the intersection,possible,2,2.0869565217391304,1.3333333333333333,1.65,0.926605504587156,1021.5366972477065,0.8514851485148515,2537.5346534653463,0.9264705882352942,1047.8014705882354,0.8771929824561403,2411.1052631578946,0.8888888888888888,1015.0987654320987,0.8181818181818182,2674.4545454545455,0.9411764705882353,1005.2,0.7647058823529411,2917.4117647058824,0.896551724137931,1056.3241379310346,0.7924528301886793,2339.0,0.8976377952755905,989.7165354330708,0.8444444444444444,2645.688888888889
31,call a friend for a ride,possible,2,1.608695652173913,1.2777777777777777,1.6,0.9508928571428571,891.4285714285714,0.9705882352941176,2324.1470588235293,0.9416058394160584,912.7226277372263,1.0,2447.1,0.9545454545454546,899.8977272727273,0.9166666666666666,2321.0,0.9534883720930233,886.7790697674419,1.0,2575.3571428571427,0.9310344827586207,923.0,0.84,2179.64,0.9541984732824428,891.6793893129772,0.8260869565217391,2401.3478260869565
32,take public transportation,possible,2,1.9565217391304348,1.1111111111111112,1.4,0.9380530973451328,899.6858407079646,0.8085106382978723,2378.276595744681,0.935251798561151,918.0,0.875,2703.78125,0.9418604651162791,879.5,0.8125,7245.1875,0.9135802469135802,846.1851851851852,0.9375,3697.625,0.9455782312925171,932.9863945578231,0.7419354838709677,2219.0,0.9461538461538461,908.4153846153846,0.8181818181818182,2652.0
33,get a new car by thinking,impossible,2,5.0,5.055555555555555,4.95,0.2731707317073171,1071.9170731707318,0.06521739130434782,2217.1521739130435,0.224,1119.64,0.05084745762711865,2305.5423728813557,0.2222222222222222,1068.1851851851852,0.043478260869565216,2117.217391304348,0.16049382716049382,1043.5432098765432,0.05555555555555555,2340.027777777778,0.20149253731343283,1055.6791044776119,0.10416666666666667,2051.7291666666665,0.13934426229508196,1074.467213114754,0.0,2680.64
34,ride a cat to the airport,impossible,2,4.826086956521739,4.666666666666667,4.95,0.2922374429223744,1091.890410958904,0.034482758620689655,2051.2528735632186,0.31343283582089554,1038.3432835820895,0.038461538461538464,2152.403846153846,0.2891566265060241,1052.6385542168675,0.14285714285714285,2085.3333333333335,0.3372093023255814,1012.4418604651163,0.05405405405405406,2214.945945945946,0.2867132867132867,1054.6503496503497,0.05714285714285714,1959.9142857142858,0.26865671641791045,1031.410447761194,0.02631578947368421,1939.578947368421
35,teleport himself to the airport,impossible,2,4.913043478260869,5.0,5.05,0.04888888888888889,919.5111111111111,0.15384615384615385,2309.423076923077,0.07246376811594203,930.304347826087,0.0,2901.4,0.08888888888888889,890.9666666666667,0.0,2183.0,0.034482758620689655,914.7471264367816,0.0,3165.3571428571427,0.0425531914893617,918.3829787234042,0.10526315789473684,1880.421052631579,0.061068702290076333,867.1068702290077,0.05,1974.5
36,levitate and fly to the airport,impossible,2,4.956521739130435,5.0,5.05,0.06306306306306306,976.7522522522522,0.06666666666666667,3019.6,0.0962962962962963,981.0962962962963,0.038461538461538464,2515.076923076923,0.0449438202247191,962.370786516854,0.0625,2297.0,0.023255813953488372,940.1976744186046,0.0625,2820.875,0.07142857142857142,962.1214285714286,0.1,2483.4,0.023255813953488372,935.9767441860465,0.047619047619047616,2285.714285714286
37,steal another person's car,immoral,2,4.869565217391305,4.833333333333333,4.65,0.43243243243243246,995.7567567567568,0.8076923076923077,1911.8461538461538,0.5581395348837209,999.6511627906976,0.6111111111111112,2041.111111111111,0.22580645161290322,985.0645161290323,0.4,2895.2,0.35714285714285715,907.4285714285714,0.3333333333333333,1796.3333333333333,0.043478260869565216,889.0869565217391,0.0,2750.6666666666665,0.1,854.24,0.0,1984.5
38,take a taxi without paying,immoral,2,4.304347826086956,4.444444444444445,4.15,0.625,1115.171875,0.4716981132075472,2362.0377358490564,0.6756756756756757,1079.3783783783783,0.44,2828.92,0.5,1108.7666666666667,0.4666666666666667,2349.4,0.4166666666666667,1109.375,0.15384615384615385,1976.923076923077,0.22727272727272727,1082.590909090909,0.1875,2280.4375,0.2978723404255319,1079.2978723404256,0.13636363636363635,3171.681818181818
39,take another driver hostage,immoral,2,4.826086956521739,4.833333333333333,4.6,0.35384615384615387,1120.4923076923078,0.7692307692307693,2165.980769230769,0.40540540540540543,1134.972972972973,0.47619047619047616,2505.3333333333335,0.1875,1091.375,0.36363636363636365,2484.818181818182,0.2222222222222222,1064.111111111111,0.09090909090909091,2374.818181818182,0.11904761904761904,1046.6190476190477,0.21428571428571427,1753.7857142857142,0.10204081632653061,1105.7551020408164,0.0,1853.1666666666667
40,sneak onto public transportation,immoral,2,3.4347826086956523,4.055555555555555,3.6,0.6507936507936508,1114.3492063492063,0.8095238095238095,2453.5476190476193,0.6923076923076923,1148.128205128205,0.64,2757.0,0.48484848484848486,1089.5151515151515,0.6470588235294118,2588.4117647058824,0.5925925925925926,1062.962962962963,0.3888888888888889,2335.6111111111113,0.1951219512195122,1082.4146341463415,0.2222222222222222,2092.5555555555557,0.32558139534883723,1029.4418604651162,0.125,2115.0
41,beckon a friend passing by,improbable,2,3.217391304347826,1.3888888888888888,2.35,0.75,1045.9264705882354,0.8979591836734694,2630.5714285714284,0.7631578947368421,1044.7105263157894,0.8918918918918919,2609.162162162162,0.7647058823529411,1090.5882352941176,0.7894736842105263,2305.1052631578946,0.6521739130434783,1084.0,0.7272727272727273,3185.818181818182,0.7291666666666666,1101.7708333333333,0.7586206896551724,2567.551724137931,0.8787878787878788,1071.4242424242425,0.7714285714285715,2438.1714285714284
42,convince airport to delay flight,improbable,2,4.826086956521739,3.7222222222222223,4.45,0.47368421052631576,1196.4736842105262,0.3018867924528302,2290.169811320755,0.5,1134.46875,0.21428571428571427,2670.404761904762,0.42857142857142855,1155.2857142857142,0.14285714285714285,2247.0476190476193,0.2,1201.7,0.375,2134.9583333333335,0.2727272727272727,1218.8181818181818,0.20833333333333334,2314.7916666666665,0.22580645161290322,1161.6774193548388,0.03125,2040.40625
43,get a stranger to drive him,improbable,2,3.3043478260869565,1.3333333333333333,3.0,0.9420289855072463,995.304347826087,0.9166666666666666,2143.25,0.8421052631578947,999.7105263157895,0.8823529411764706,2707.705882352941,0.8947368421052632,1026.0,0.5833333333333334,2009.0,0.782608695652174,1070.2173913043478,0.7857142857142857,2751.714285714286,0.5,1108.1458333333333,0.32,2253.16,0.7575757575757576,1038.5757575757575,0.5384615384615384,2146.6923076923076
44,arrange for a private plane,improbable,2,4.434782608695652,1.2777777777777777,4.2,0.5942028985507246,1083.8840579710145,0.6666666666666666,2525.6444444444446,0.5,1068.8947368421052,0.6060606060606061,2296.848484848485,0.6111111111111112,1139.111111111111,0.4,2208.866666666667,0.4782608695652174,1040.391304347826,0.25,2358.3,0.15384615384615385,1129.2115384615386,0.4444444444444444,2442.6111111111113,0.3783783783783784,1076.5405405405406,0.15384615384615385,2238.3076923076924
45,book a flight for next year,irrational,2,4.434782608695652,2.2222222222222223,4.05,0.618421052631579,1133.6973684210527,0.6046511627906976,2619.5348837209303,0.5625,1074.6458333333333,0.6333333333333333,2743.5333333333333,0.47058823529411764,1069.2941176470588,0.26666666666666666,3108.4,0.28125,1056.0,0.4117647058823529,2125.176470588235,0.2619047619047619,1066.904761904762,0.2222222222222222,2546.9444444444443,0.19148936170212766,1114.7446808510638,0.2777777777777778,2782.222222222222
46,sell car for ride to airport,irrational,2,4.869565217391305,2.1666666666666665,4.4,0.5,1166.234375,0.5,2648.5454545454545,0.3958333333333333,1142.4166666666667,0.5263157894736842,2731.2105263157896,0.28125,1101.15625,0.42105263157894735,2642.1052631578946,0.26666666666666666,1121.8,0.10526315789473684,2395.157894736842,0.2,1071.0222222222221,0.0,2304.0,0.13636363636363635,1121.5227272727273,0.2,2412.9
47,pay 1000 dollars for a ride,irrational,2,4.782608695652174,2.0,4.35,0.6052631578947368,1161.5131578947369,0.6341463414634146,2161.048780487805,0.6274509803921569,1067.4117647058824,0.8846153846153846,2151.846153846154,0.48484848484848486,1120.8484848484848,0.45454545454545453,2405.090909090909,0.3125,1052.96875,0.5384615384615384,3180.0,0.2708333333333333,1038.3958333333333,0.1875,2156.6875,0.18181818181818182,1042.4318181818182,0.06666666666666667,2168.8
48,try to run there in time,irrational,2,4.0,1.5555555555555556,3.75,0.5512820512820513,1132.576923076923,0.5714285714285714,2445.0408163265306,0.5454545454545454,1131.8545454545454,0.7,2823.4666666666667,0.48484848484848486,1146.060606060606,0.5833333333333334,2086.5,0.4,1058.6,0.375,2438.8125,0.5,1123.6304347826087,0.5,2918.1111111111113,0.44680851063829785,1170.1914893617022,0.6,4846.533333333334
49,explain the situation to his boss,possible,3,1.7826086956521738,1.0555555555555556,1.55,0.9422222222222222,993.7244444444444,0.9692307692307692,2422.353846153846,0.9436619718309859,985.8380281690141,0.9069767441860465,2246.3720930232557,0.9294117647058824,1009.4823529411765,1.0,2266.0625,0.9512195121951219,972.7926829268292,1.0,2034.1538461538462,0.917910447761194,986.7164179104477,0.9411764705882353,2050.9411764705883,0.9069767441860465,953.7751937984497,0.9047619047619048,2505.7619047619046
50,ask other employees what to do,possible,3,2.1739130434782608,1.1666666666666667,1.9,0.92018779342723,1058.5727699530516,0.9340659340659341,2371.7912087912086,0.9022556390977443,1041.0526315789473,0.8846153846153846,2239.641025641026,0.8690476190476191,1032.2261904761904,0.8387096774193549,2235.483870967742,0.8604651162790697,1006.8837209302326,0.7391304347826086,2294.913043478261,0.7910447761194029,1091.0298507462687,0.625,2507.21875,0.7479674796747967,1051.479674796748,0.7166666666666667,2603.366666666667
51,get a payday advance loan,possible,3,3.869565217391304,2.0555555555555554,3.3,0.8090909090909091,1099.6363636363637,0.8362068965517241,2399.051724137931,0.7480314960629921,1084.3385826771653,0.8076923076923077,2554.8205128205127,0.6022727272727273,1067.1477272727273,0.627906976744186,2576.4186046511627,0.5662650602409639,1105.2168674698796,0.6122448979591837,2369.714285714286,0.4076923076923077,1106.6923076923076,0.4423076923076923,2385.903846153846,0.3671875,1105.46875,0.29310344827586204,2278.4827586206898
52,sell something he owns for money,possible,3,3.4347826086956523,1.7777777777777777,2.85,0.9073170731707317,1110.9170731707318,0.8592592592592593,2506.362962962963,0.7704918032786885,1133.049180327869,0.8541666666666666,2516.53125,0.6708860759493671,1123.4050632911392,0.75,2327.2115384615386,0.7368421052631579,1097.342105263158,0.7068965517241379,3446.6724137931033,0.5083333333333333,1149.1166666666666,0.3611111111111111,3208.7083333333335,0.375,1123.2916666666667,0.45714285714285713,2997.5857142857144
53,use money from his own wallet,possible,3,2.0434782608695654,1.3888888888888888,2.2,0.9495412844036697,999.545871559633,0.9705882352941176,2114.279411764706,0.927007299270073,1007.3284671532847,0.9285714285714286,2252.214285714286,0.891566265060241,1014.9879518072289,1.0,2678.8947368421054,0.9012345679012346,943.8518518518518,0.9354838709677419,2438.451612903226,0.7394366197183099,1054.0774647887324,0.5686274509803921,2388.4117647058824,0.6640625,1023.25,0.5945945945945946,3241.2432432432433
54,add in money from his daily tips,possible,3,2.0869565217391304,1.3333333333333333,2.5,0.9068627450980392,1185.2107843137255,0.9285714285714286,2408.1103896103896,0.8879310344827587,1155.2413793103449,0.9514563106796117,2417.4660194174758,0.7710843373493976,1150.5421686746988,0.9183673469387755,2361.183673469388,0.8641975308641975,1163.888888888889,0.9333333333333333,2899.266666666667,0.6434782608695652,1173.1478260869565,0.7674418604651163,2497.6046511627906,0.6129032258064516,1158.241935483871,0.6823529411764706,3253.070588235294
55,borrow money from a friend,possible,3,2.652173913043478,2.0555555555555554,2.3,0.9596412556053812,924.6726457399103,0.8421052631578947,2309.4210526315787,0.9051094890510949,926.4817518248175,0.7777777777777778,2248.4166666666665,0.8620689655172413,934.7126436781609,0.85,2327.9,0.8604651162790697,939.5930232558139,0.875,2526.2916666666665,0.6214285714285714,999.1357142857142,0.40476190476190477,2350.7380952380954,0.648854961832061,960.6717557251908,0.5483870967741935,2698.4193548387098
56,write a check for $50.75,possible,3,3.217391304347826,1.7222222222222223,2.75,0.9272727272727272,1029.990909090909,0.8349514563106796,2453.116504854369,0.8880597014925373,1026.7388059701493,0.8840579710144928,2765.8695652173915,0.8235294117647058,1027.0,0.7352941176470589,2283.970588235294,0.8170731707317073,1055.2926829268292,0.6818181818181818,2412.090909090909,0.6737588652482269,1065.5744680851064,0.4918032786885246,2769.1147540983607,0.6535433070866141,1035.1338582677165,0.4576271186440678,2843.35593220339
57,turn the cash register invisible,impossible,3,5.130434782608695,5.555555555555555,5.15,0.14215686274509803,1110.6323529411766,0.009259259259259259,2022.5462962962963,0.15625,1117.796875,0.037037037037037035,2174.6543209876545,0.15384615384615385,1094.7435897435898,0.05714285714285714,2129.0857142857144,0.1375,1101.85,0.043478260869565216,2124.1739130434785,0.16923076923076924,1136.9846153846154,0.11666666666666667,2090.3,0.075,1105.725,0.0,2513.6666666666665
58,use some monopoly money instead,impossible,3,4.913043478260869,4.777777777777778,4.95,0.09302325581395349,1100.7023255813954,0.12643678160919541,2339.896551724138,0.15671641791044777,1084.6492537313434,0.08823529411764706,2324.1029411764707,0.060240963855421686,1077.433734939759,0.034482758620689655,2214.344827586207,0.1,1026.7,0.027777777777777776,2218.472222222222,0.11594202898550725,1060.963768115942,0.14705882352941177,2295.6470588235293,0.07633587786259542,1034.4656488549617,0.0,2816.8709677419356
