condition2,trialNo,target,condition1,mRating_irrational,mRating_improbable,mRating_immoral,mRating_abnormal,mRating_goodness,poss_resp_sp,poss_RT_sp,poss_resp_rf,poss_RT_rf,could_resp_sp,could_RT_sp,could_resp_rf,could_RT_rf,may_resp_sp,may_RT_sp,may_resp_rf,may_RT_rf,might_resp_sp,might_RT_sp,might_resp_rf,might_RT_rf,ought_resp_sp,ought_RT_sp,ought_resp_rf,ought_RT_rf,should_resp_sp,should_RT_sp,should_resp_rf,should_RT_rf
1,20,discover a cheap new medicine,improbable,2.75,4.043478261,4.555555556,,,0.657894737,1126.881579,0.675675676,2401.783784,0.673913043,1126.086957,0.625,2876.28125,0.625,1182.5625,0.538461538,2348.384615,0.633333333,1044.6,0.533333333,2975.933333,0.553191489,1129.914894,0.333333333,2641.185185,0.568181818,1159.090909,0.529411765,2696
1,21,sell his own medication,irrational,2.1,4.260869565,3.611111111,,,0.810810811,1041.743243,0.523809524,2364.309524,0.714285714,1073.738095,0.375,3354.625,0.411764706,1092.970588,0.357142857,2085.142857,0.678571429,1093.821429,0.363636364,2222.090909,0.155555556,1167.644444,0.142857143,1930.428571,0.272727273,1047.022727,0.115384615,2157.461538
1,22,sell all his clothes for money,irrational,2.15,3.695652174,4.611111111,,,0.861111111,1049.319444,0.766666667,2371.633333,0.925,1088.3,0.619047619,2538.047619,0.5,1047.735294,0.692307692,2607.692308,0.75862069,1054.689655,0.583333333,2038,0.5,1088.454545,0.411764706,2606.294118,0.47826087,1083.934783,0.242424242,2355.727273
1,23,go on strike until wages increase,irrational,1.85,4.434782609,3.352941176,,,0.491803279,1346.967213,0.526315789,2877.964912,0.421052632,1233.447368,0.620689655,2724,0.310344828,1101.344828,0.4,2510.7,0.25,1168.428571,0.071428571,2067.357143,0.125,1154.85,0.3,3165.1,0.186046512,1116.930233,0.107142857,2275.5
1,24,try random other medicines,irrational,1.55,3.913043478,2.833333333,,,0.681818182,1175.075758,0.607142857,2180.982143,0.638888889,1198.944444,0.366666667,2656.2,0.484848485,1113.575758,0.6,2278.15,0.666666667,1127.633333,0.277777778,1914.055556,0.205128205,1132.282051,0.333333333,2280.809524,0.428571429,1496.244898,0.137931034,2286.965517
2,25,reschedule for a later flight,possible,,2.565217391,4.605263158,,,0.911214953,1030.476636,0.896907216,2268.051546,0.914728682,1041,0.941176471,2272.745098,0.908045977,1019.068966,0.961538462,2351.5,0.952941176,1000.035294,0.921052632,2747.552632,0.846715328,1051.029197,0.851851852,2317.907407,0.821705426,1025.844961,0.857142857,2297.053571
2,26,ask the gas station clerk for help,possible,3.75,2.826086957,4.666666667,,,0.869791667,1154.916667,0.885135135,2407.391892,0.821138211,1146.943089,0.926315789,3325.136842,0.756410256,1158.089744,0.795918367,2355.22449,0.784810127,1148.708861,0.754098361,2618.590164,0.679389313,1153.137405,0.756410256,2476.282051,0.731707317,1140.642276,0.686046512,2420.290698
2,27,take the public bus there,possible,4.75,2.130434783,4.888888889,,,0.940639269,990.0821918,0.895348837,2426.906977,0.911111111,998.7111111,0.879310345,2558.5,0.952941176,977.1647059,0.888888889,2477.481481,0.939759036,948.1325301,0.806451613,2507.903226,0.948529412,991.0220588,0.914893617,2300.12766,0.940740741,983.2074074,0.857142857,2462.619048
2,28,request aiport shuttle pickup,possible,3.75,2.434782609,4.705882353,,,0.900473934,1080.037915,0.883928571,2580.607143,0.906976744,1080.527132,0.831168831,2593.545455,0.890243902,1077.219512,0.846153846,2522.692308,0.879518072,1050.13253,0.844444444,2949.977778,0.816176471,1103.647059,0.762711864,2474.067797,0.850393701,1052.055118,0.852941176,2421.073529
2,29,ask a relative to pick him up,possible,4.65,1.652173913,4.777777778,,,0.963636364,976.7227273,0.84,2318.06,0.948905109,975.3430657,0.852941176,2456.176471,0.88372093,971.7325581,0.916666667,2350.375,0.929411765,963.5058824,0.92,2389.2,0.936170213,993.5744681,0.85,2946.6,0.961538462,968.3538462,0.888888889,2157.111111
2,30,hail a taxi at the intersection,possible,4.35,2.086956522,4.666666667,,,0.926605505,1021.536697,0.851485149,2537.534653,0.926470588,1047.801471,0.877192982,2411.105263,0.888888889,1015.098765,0.818181818,2674.454545,0.941176471,1005.2,0.764705882,2917.411765,0.896551724,1056.324138,0.79245283,2339,0.897637795,989.7165354,0.844444444,2645.688889
2,31,call a friend for a ride,possible,4.4,1.608695652,4.722222222,,,0.950892857,891.4285714,0.970588235,2324.147059,0.941605839,912.7226277,1,2447.1,0.954545455,899.8977273,0.916666667,2321,0.953488372,886.7790698,1,2575.357143,0.931034483,923,0.84,2179.64,0.954198473,891.6793893,0.826086957,2401.347826
2,32,take public transportation,possible,4.6,1.956521739,4.888888889,,,0.938053097,899.6858407,0.808510638,2378.276596,0.935251799,918,0.875,2703.78125,0.941860465,879.5,0.8125,7245.1875,0.913580247,846.1851852,0.9375,3697.625,0.945578231,932.9863946,0.741935484,2219,0.946153846,908.4153846,0.818181818,2652
2,33,get a new car by thinking,impossible,1.105263158,4.954545455,4.25,,,0.273170732,1071.917073,0.065217391,2217.152174,0.224,1119.64,0.050847458,2305.542373,0.222222222,1068.185185,0.043478261,2117.217391,0.160493827,1043.54321,0.055555556,2340.027778,0.201492537,1055.679104,0.104166667,2051.729167,0.139344262,1074.467213,0,2680.64
2,34,ride a cat to the airport,impossible,1.05,4.772727273,4,,,0.292237443,1091.890411,0.034482759,2051.252874,0.313432836,1038.343284,0.038461538,2152.403846,0.289156627,1052.638554,0.142857143,2085.333333,0.337209302,1012.44186,0.054054054,2214.945946,0.286713287,1054.65035,0.057142857,1959.914286,0.268656716,1031.410448,0.026315789,1939.578947
2,35,teleport himself to the airport,impossible,1,4.80952381,4.5,,,0.048888889,919.5111111,0.153846154,2309.423077,0.072463768,930.3043478,0,2901.4,0.088888889,890.9666667,0,2183,0.034482759,914.7471264,0,3165.357143,0.042553191,918.3829787,0.105263158,1880.421053,0.061068702,867.1068702,0.05,1974.5
2,36,levitate and fly to the airport,impossible,1,4.909090909,4.5,,,0.063063063,976.7522523,0.066666667,3019.6,0.096296296,981.0962963,0.038461538,2515.076923,0.04494382,962.3707865,0.0625,2297,0.023255814,940.1976744,0.0625,2820.875,0.071428571,962.1214286,0.1,2483.4,0.023255814,935.9767442,0.047619048,2285.714286
2,37,steal another person's car,immoral,1.35,4.869565217,1.166666667,,,0.432432432,995.7567568,0.807692308,1911.846154,0.558139535,999.6511628,0.611111111,2041.111111,0.225806452,985.0645161,0.4,2895.2,0.357142857,907.4285714,0.333333333,1796.333333,0.043478261,889.0869565,0,2750.666667,0.1,854.24,0,1984.5
2,38,take a taxi without paying,immoral,1.85,4.304347826,1.555555556,,,0.625,1115.171875,0.471698113,2362.037736,0.675675676,1079.378378,0.44,2828.92,0.5,1108.766667,0.466666667,2349.4,0.416666667,1109.375,0.153846154,1976.923077,0.227272727,1082.590909,0.1875,2280.4375,0.29787234,1079.297872,0.136363636,3171.681818
2,39,take another driver hostage,immoral,1.4,4.826086957,1.166666667,,,0.353846154,1120.492308,0.769230769,2165.980769,0.405405405,1134.972973,0.476190476,2505.333333,0.1875,1091.375,0.363636364,2484.818182,0.222222222,1064.111111,0.090909091,2374.818182,0.119047619,1046.619048,0.214285714,1753.785714,0.102040816,1105.755102,0,1853.166667
2,40,sneak onto public transportation,immoral,2.4,3.434782609,1.944444444,,,0.650793651,1114.349206,0.80952381,2453.547619,0.692307692,1148.128205,0.64,2757,0.484848485,1089.515152,0.647058824,2588.411765,0.592592593,1062.962963,0.388888889,2335.611111,0.195121951,1082.414634,0.222222222,2092.555556,0.325581395,1029.44186,0.125,2115
2,41,beckon a friend passing by,improbable,3.65,3.217391304,4.882352941,,,0.75,1045.926471,0.897959184,2630.571429,0.763157895,1044.710526,0.891891892,2609.162162,0.764705882,1090.588235,0.789473684,2305.105263,0.652173913,1084,0.727272727,3185.818182,0.729166667,1101.770833,0.75862069,2567.551724,0.878787879,1071.424242,0.771428571,2438.171429
2,42,convince airport to delay flight,improbable,1.55,4.772727273,2.277777778,,,0.473684211,1196.473684,0.301886792,2290.169811,0.5,1134.46875,0.214285714,2670.404762,0.428571429,1155.285714,0.142857143,2247.047619,0.2,1201.7,0.375,2134.958333,0.272727273,1218.818182,0.208333333,2314.791667,0.225806452,1161.677419,0.03125,2040.40625
2,43,get a stranger to drive him,improbable,3,3.304347826,4.666666667,,,0.942028986,995.3043478,0.916666667,2143.25,0.842105263,999.7105263,0.882352941,2707.705882,0.894736842,1026,0.583333333,2009,0.782608696,1070.217391,0.785714286,2751.714286,0.5,1108.145833,0.32,2253.16,0.757575758,1038.575758,0.538461538,2146.692308
2,44,arrange for a private plane,improbable,1.8,4.434782609,4.722222222,,,0.594202899,1083.884058,0.666666667,2525.644444,0.5,1068.894737,0.606060606,2296.848485,0.611111111,1139.111111,0.4,2208.866667,0.47826087,1040.391304,0.25,2358.3,0.153846154,1129.211538,0.444444444,2442.611111,0.378378378,1076.540541,0.153846154,2238.307692
2,45,book a flight for next year,irrational,2.052631579,4.363636364,4.25,,,0.618421053,1133.697368,0.604651163,2619.534884,0.5625,1074.645833,0.633333333,2743.533333,0.470588235,1069.294118,0.266666667,3108.4,0.28125,1056,0.411764706,2125.176471,0.261904762,1066.904762,0.222222222,2546.944444,0.191489362,1114.744681,0.277777778,2782.222222
2,46,sell car for ride to airport,irrational,1.6,4.869565217,4.058823529,,,0.5,1166.234375,0.5,2648.545455,0.395833333,1142.416667,0.526315789,2731.210526,0.28125,1101.15625,0.421052632,2642.105263,0.266666667,1121.8,0.105263158,2395.157895,0.2,1071.022222,0,2304,0.136363636,1121.522727,0.2,2412.9
2,47,pay 1000 dollars for a ride,irrational,1.65,4.782608696,4,,,0.605263158,1161.513158,0.634146341,2161.04878,0.62745098,1067.411765,0.884615385,2151.846154,0.484848485,1120.848485,0.454545455,2405.090909,0.3125,1052.96875,0.538461538,3180,0.270833333,1038.395833,0.1875,2156.6875,0.181818182,1042.431818,0.066666667,2168.8
2,48,try to run there in time,irrational,2.25,4,4.705882353,,,0.551282051,1132.576923,0.571428571,2445.040816,0.545454545,1131.854545,0.7,2823.466667,0.484848485,1146.060606,0.583333333,2086.5,0.4,1058.6,0.375,2438.8125,0.5,1123.630435,0.5,2918.111111,0.446808511,1170.191489,0.6,4846.533333
3,49,explain the situation to his boss,possible,4.45,1.782608696,4.944444444,,,0.942222222,993.7244444,0.969230769,2422.353846,0.943661972,985.8380282,0.906976744,2246.372093,0.929411765,1009.482353,1,2266.0625,0.951219512,972.7926829,1,2034.153846,0.917910448,986.7164179,0.941176471,2050.941176,0.906976744,953.7751938,0.904761905,2505.761905
3,50,ask other employees what to do,possible,4.1,2.173913043,4.833333333,,,0.920187793,1058.57277,0.934065934,2371.791209,0.902255639,1041.052632,0.884615385,2239.641026,0.869047619,1032.22619,0.838709677,2235.483871,0.860465116,1006.883721,0.739130435,2294.913043,0.791044776,1091.029851,0.625,2507.21875,0.74796748,1051.479675,0.716666667,2603.366667
3,51,get a payday advance loan,possible,2.7,3.869565217,3.944444444,,,0.809090909,1099.636364,0.836206897,2399.051724,0.748031496,1084.338583,0.807692308,2554.820513,0.602272727,1067.147727,0.627906977,2576.418605,0.56626506,1105.216867,0.612244898,2369.714286,0.407692308,1106.692308,0.442307692,2385.903846,0.3671875,1105.46875,0.293103448,2278.482759
3,52,sell something he owns for money,possible,3.15,3.434782609,4.222222222,,,0.907317073,1110.917073,0.859259259,2506.362963,0.770491803,1133.04918,0.854166667,2516.53125,0.670886076,1123.405063,0.75,2327.211538,0.736842105,1097.342105,0.706896552,3446.672414,0.508333333,1149.116667,0.361111111,3208.708333,0.375,1123.291667,0.457142857,2997.585714
3,53,use money from his own wallet,possible,3.8,2.043478261,4.611111111,,,0.949541284,999.5458716,0.970588235,2114.279412,0.927007299,1007.328467,0.928571429,2252.214286,0.891566265,1014.987952,1,2678.894737,0.901234568,943.8518519,0.935483871,2438.451613,0.73943662,1054.077465,0.568627451,2388.411765,0.6640625,1023.25,0.594594595,3241.243243
3,54,add in money from his daily tips,possible,3.5,2.086956522,4.666666667,,,0.906862745,1185.210784,0.928571429,2408.11039,0.887931034,1155.241379,0.951456311,2417.466019,0.771084337,1150.542169,0.918367347,2361.183673,0.864197531,1163.888889,0.933333333,2899.266667,0.643478261,1173.147826,0.76744186,2497.604651,0.612903226,1158.241935,0.682352941,3253.070588
3,55,borrow money from a friend,possible,3.7,2.652173913,3.944444444,,,0.959641256,924.6726457,0.842105263,2309.421053,0.905109489,926.4817518,0.777777778,2248.416667,0.862068966,934.7126437,0.85,2327.9,0.860465116,939.5930233,0.875,2526.291667,0.621428571,999.1357143,0.404761905,2350.738095,0.648854962,960.6717557,0.548387097,2698.419355
3,56,write a check for $50.75,possible,3.25,3.217391304,4.277777778,,,0.927272727,1029.990909,0.834951456,2453.116505,0.888059701,1026.738806,0.884057971,2765.869565,0.823529412,1027,0.735294118,2283.970588,0.817073171,1055.292683,0.681818182,2412.090909,0.673758865,1065.574468,0.491803279,2769.114754,0.653543307,1035.133858,0.457627119,2843.355932
3,57,turn the cash register invisible,impossible,1,4.947368421,2,,,0.142156863,1110.632353,0.009259259,2022.546296,0.15625,1117.796875,0.037037037,2174.654321,0.153846154,1094.74359,0.057142857,2129.085714,0.1375,1101.85,0.043478261,2124.173913,0.169230769,1136.984615,0.116666667,2090.3,0.075,1105.725,0,2513.666667
3,58,use some monopoly money instead,impossible,1.105263158,4.863636364,1.375,,,0.093023256,1100.702326,0.126436782,2339.896552,0.156716418,1084.649254,0.088235294,2324.102941,0.060240964,1077.433735,0.034482759,2214.344828,0.1,1026.7,0.027777778,2218.472222,0.115942029,1060.963768,0.147058824,2295.647059,0.076335878,1034.465649,0,2816.870968
3,59,take pictures of missing bills,impossible,1.45,4.571428571,2.916666667,,,0.285714286,1160.033333,0.193181818,2602.642045,0.275590551,1158.141732,0.210526316,2986.463158,0.185185185,1128.753086,0.105263158,2378.45614,0.2375,1099.225,0.203703704,2776.092593,0.220588235,1109.205882,0.235294118,2668.852941,0.134453782,1095.277311,0.102564103,2600.692308
3,60,get the money by sneezing a lot,impossible,1.1,4.9,3.5,,,0.082524272,1080.072816,0.00990099,2472.237624,0.113636364,1105.69697,0.028985507,2400.898551,0.098765432,1075.555556,0.125,2277.375,0.051282051,1070.397436,0,2108.813953,0.097014925,1055.947761,0.06,2208.38,0.072580645,1063.637097,0.022222222,2658.177778
3,61,overcharge the next customers,immoral,1.6,4.086956522,1.352941176,,,0.592105263,1080.592105,0.696969697,2081.181818,0.583333333,1079,0.692307692,2598.423077,0.352941176,1062.117647,0.545454545,1977.727273,0.322580645,959.0967742,0.25,3035.75,0.183673469,997.3673469,0,1853,0.043478261,992.6086957,0.1,2392.1
3,62,steal money from a coworker,immoral,1.6,4.739130435,1.117647059,,,0.594936709,1016.481013,0.678571429,2154.178571,0.5,1157.076923,0.722222222,2087.5,0.388888889,980.5,0.363636364,2399.727273,0.303030303,996.5454545,0.714285714,2019,0.042553191,903.5319149,0,1964,0.102040816,924.5102041,0,1926
3,63,lie about how much the bakery sold,immoral,2.25,3.739130435,1.277777778,,,0.534246575,1207.39726,0.75,2387.839286,0.66,1203.68,0.702702703,2541.810811,0.266666667,1155.7,0.625,2407.25,0.322580645,1127.516129,0.47826087,2443.130435,0.071428571,993.2380952,0.105263158,2453.421053,0.108695652,1081.630435,0.058823529,2027.588235
3,64,give new customers incorrect change,immoral,1.55,4.391304348,1.222222222,,,0.508196721,1220.672131,0.8,2503.036364,0.395348837,1250.395349,0.666666667,2710.416667,0.266666667,1199.6,0.5,2244.4375,0.233333333,1179.866667,0.416666667,2687.25,0.071428571,1136.714286,0.083333333,1963.291667,0.065217391,1192.76087,0.1875,3093.5625
3,65,find the money on the ground,improbable,2.473684211,4.043478261,4.611111111,,,0.746478873,1091.535211,0.684210526,2078.973684,0.609756098,1105.658537,0.857142857,2195.642857,0.515151515,1050.393939,0.615384615,2153.076923,0.655172414,1065.724138,0.5,2192.9,0.365853659,1092.487805,0.368421053,2961.684211,0.444444444,1158.977778,0.5,2491.65
3,66,discover the money is in his pocket,improbable,3.45,3.826086957,4.277777778,,,0.788732394,1140.464789,0.821428571,2397.339286,0.837837838,1166.27027,0.636363636,2308.909091,0.636363636,1040.454545,0.625,2518.4375,0.655172414,1128.62069,0.555555556,2298.444444,0.444444444,1176.722222,0.407407407,2522.962963,0.56097561,1125.02439,0.4375,2546.71875
3,67,get a child to donate the money,improbable,1.3,4.681818182,2.277777778,,,0.363636364,1161.939394,0.387755102,2589.367347,0.361111111,1145.166667,0.346153846,2704.115385,0.090909091,1112.424242,0.3125,2556.25,0.115384615,1096.346154,0,2194.2,0.090909091,1085.795455,0.176470588,1891.470588,0.063829787,1035.680851,0.277777778,2181.777778
3,68,receive a 100 dollar tip,improbable,3.176470588,4.52173913,4.611111111,,,0.712121212,1059.545455,0.857142857,2314.938776,0.675675676,1111.081081,0.545454545,2935.954545,0.5,1041.823529,0.461538462,2511.461538,0.6,1086.033333,0.222222222,2890.666667,0.342105263,1103.421053,0.391304348,2680.347826,0.285714286,1071.666667,0.64,2408.2
3,69,close the store five hours early,irrational,1.25,4.826086957,1.611111111,,,0.5,1185.053571,0.5,2594.480769,0.297297297,1155.486486,0.333333333,2713.974359,0.411764706,1165.647059,0.25,2323.15,0.166666667,1203.583333,0.285714286,2670.952381,0.38,1160.96,0.2,2039,0.194444444,1157.722222,0.095238095,1927.428571
3,70,pay with his retirement fund,irrational,2,4.260869565,4.0625,,,0.676470588,1159.264706,0.565217391,2491.869565,0.702702703,1092.351351,0.555555556,2501.222222,0.526315789,1191.315789,0.458333333,2283.125,0.434782609,1115.304348,0.352941176,2654.647059,0.3125,1080,0.25,2447.125,0.388888889,1161.277778,0.318181818,2289.090909
3,71,try to invent new pastries,irrational,1.666666667,4.363636364,4.384615385,,,0.262295082,1132.622951,0.490566038,2408.566038,0.365853659,1146.146341,0.454545455,2410.242424,0.111111111,1178.222222,0.421052632,2249.210526,0.130434783,1144.869565,0.125,2245.583333,0.142857143,1131.346939,0.083333333,2248.958333,0.105263158,1114.263158,0.115384615,2820.5
3,72,discount food to encourage tipping,irrational,1.6,4.391304348,1.823529412,,,0.5,1249.5,0.588235294,3922.632353,0.379310345,1232.344828,0.395833333,3290.354167,0.066666667,1166.933333,0.454545455,3098.30303,0.421052632,1158.368421,0.35483871,3177.225806,0.205882353,1195.647059,0.125,2944.15625,0.166666667,1142.208333,0.052631579,2491.394737
4,73,wait to go to the gym tomorrow,possible,4.05,2.347826087,4.666666667,,,0.898617512,1070.9447,0.918181818,2328.918182,0.8515625,1033.6875,0.810810811,3502.027027,0.793103448,1040.045977,0.837837838,3083.108108,0.86746988,1049.084337,0.840909091,2630.545455,0.777777778,1081.481481,0.584615385,2297.892308,0.844262295,1086.098361,0.656716418,2395.462687
4,74,go for a run outside instead,possible,4.7,2.47826087,4.944444444,,,0.91943128,1035.919431,0.935064935,2286.012987,0.88028169,1060.070423,0.966101695,2262.067797,0.814814815,1047.493827,0.903225806,2452.548387,0.916666667,1028.595238,1,2198.794872,0.828125,1054.242188,0.857142857,2126.285714,0.825396825,1068.912698,0.909090909,2300.109091
4,75,decide to lift weights at home,possible,4.7,2.782608696,5,,,0.845070423,1137.455399,0.928571429,2298.321429,0.870229008,1129.076336,0.933333333,2749.186667,0.721518987,1128.202532,0.840909091,2792.159091,0.743589744,1111.282051,0.829787234,2062.851064,0.753731343,1124.044776,0.796875,2531.046875,0.629032258,1130.741935,0.909090909,2556.5
4,76,eat lunch instead of working out,possible,3.55,3.217391304,4.722222222,,,0.884615385,1166.942308,0.962686567,2229.343284,0.832,1155.904,0.957446809,2435.776596,0.721518987,1140.012658,0.836363636,2355.381818,0.675324675,1152.441558,0.833333333,2399.833333,0.551724138,1177.258621,0.647727273,2531.647727,0.565217391,1142.973913,0.729166667,2478.729167
4,77,use a friend's guest pass,possible,3.9,2.826086957,4.111111111,,,0.895454545,983.5545455,0.883116883,2691.727273,0.871428571,992.7428571,0.851851852,2537.277778,0.851851852,948.2345679,0.869565217,2379.956522,0.895348837,982.8953488,0.677419355,2585.290323,0.676258993,1070.618705,0.795454545,2371.772727,0.693548387,1041.620968,0.826086957,2392.826087
4,78,pay for a one-day gym pass,possible,4.45,2.173913043,4.833333333,,,0.932735426,1040.430493,0.952380952,2389.178571,0.923664122,1053.656489,0.984615385,2218.938462,0.851851852,1009.938272,0.958333333,2226.875,0.953488372,1007.418605,0.973684211,3071.710526,0.872340426,1091.148936,0.843137255,2157.647059,0.88372093,1053.372093,0.862068966,2136.62069
